selection_reason,feature_case_id,candidate_id,restoration_case_id,case_id,dataset_name,painting_id,category,title,artist,style,model_name,mask_id,mask_type,evaluation_region,region_pixel_count,clip_damaged_similarity,clip_restored_similarity,clip_similarity_improvement,dinov2_damaged_similarity,dinov2_restored_similarity,dinov2_similarity_improvement,mean_similarity_improvement,clip_improved,dinov2_improved,both_feature_models_improved,feature_model_direction_disagreement,feature_direction_label,absolute_feature_model_improvement_gap,mean_similarity_rank_desc_by_region,mean_similarity_rank_asc_by_region,disagreement_gap_rank_desc_by_region,clean_path,damaged_path,restored_path,mask_path,is_zero_control,mask_has_positive_pixels_for_feature_similarity,expected_feature_regions
bottom_mean_similarity_improvement_mask_bbox_crop,sd24_0240,sd__can__p028__loss_large__p04_full_context__s2026__d0a5b1439e,sd__can__p028__loss_large__p04_full_context__s2026__d0a5b1439e,p028_loss_large,canonical,p028,architecture_structured,Trading posts of the Dutch East India Company (VOC),workshop of Johannes Vinckboons,,stable_diffusion_inpainting,p028_loss_large,loss_large,mask_bbox_crop,92416,0.5879247188568115,0.6037598848342896,0.015835165977478,0.8318338990211487,0.2877131104469299,-0.5441207885742188,-0.2641428112983703,True,False,False,True,clip_improved_dinov2_not,0.5599559545516968,833,2,1,data/processed/clean/p028_clean.png,data/processed/masked/p028_loss_large_damaged.png,data/processed/restored/stable_diffusion/canonical/p04_full_context/sd__can__p028__loss_large__p04_full_context__s2026__d0a5b1439e__restored_stable_diffusion_inpainting.png,data/processed/masks/p028_loss_large_mask.png,True,True,full_image|content_region|mask_bbox_crop
bottom_mean_similarity_improvement_mask_bbox_crop,sd24_0678,sd__syn__p001__discolouration__p00_generic__s2026__0650c16e6f,sd__syn__p001__discolouration__p00_generic__s2026__0650c16e6f,p001__discolouration__severe,synthetic_degradation,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,,discolouration,mask_bbox_crop,436921,0.9974298477172852,0.7107520699501038,-0.2866777777671814,0.9981248378753662,0.826007604598999,-0.1721172332763672,-0.2293975055217743,False,False,False,False,neither_improved,0.11456054449081421,830,5,203,data/processed/clean/p001_clean.png,data/processed/degraded/synthetic_degradation/p001__discolouration__severe_degraded.png,data/processed/restored/stable_diffusion/synthetic_degradation/p00_generic/sd__syn__p001__discolouration__p00_generic__s2026__0650c16e6f__restored_stable_diffusion_inpainting.png,data/processed/masks/synthetic_degradation/p001__discolouration__severe_effect_mask.png,True,True,full_image|content_region|mask_bbox_crop
bottom_mean_similarity_improvement_mask_bbox_crop,sd24_0679,sd__syn__p001__discolouration__p01_style_period__s2026__4652ead2b0,sd__syn__p001__discolouration__p01_style_period__s2026__4652ead2b0,p001__discolouration__severe,synthetic_degradation,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,,discolouration,mask_bbox_crop,436921,0.9974298477172852,0.6990491151809692,-0.2983807325363159,0.9981248378753662,0.7438077926635742,-0.254317045211792,-0.2763488888740539,False,False,False,False,neither_improved,0.044063687324523926,834,1,464,data/processed/clean/p001_clean.png,data/processed/degraded/synthetic_degradation/p001__discolouration__severe_degraded.png,data/processed/restored/stable_diffusion/synthetic_degradation/p01_style_period/sd__syn__p001__discolouration__p01_style_period__s2026__4652ead2b0__restored_stable_diffusion_inpainting.png,data/processed/masks/synthetic_degradation/p001__discolouration__severe_effect_mask.png,True,True,full_image|content_region|mask_bbox_crop
bottom_mean_similarity_improvement_mask_bbox_crop,sd24_0697,sd__syn__p001__partial_transparency__p00_generic__s2026__497616c134,sd__syn__p001__partial_transparency__p00_generic__s2026__497616c134,p001__partial_transparency__severe,synthetic_degradation,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,,partial_transparency,mask_bbox_crop,492804,0.962028980255127,0.7570395469665527,-0.2049894332885742,0.9653611779212952,0.7495735883712769,-0.2157875895500183,-0.2103885114192962,False,False,False,False,neither_improved,0.01079815626144412,828,7,719,data/processed/clean/p001_clean.png,data/processed/degraded/synthetic_degradation/p001__partial_transparency__severe_degraded.png,data/processed/restored/stable_diffusion/synthetic_degradation/p00_generic/sd__syn__p001__partial_transparency__p00_generic__s2026__497616c134__restored_stable_diffusion_inpainting.png,data/processed/masks/synthetic_degradation/p001__partial_transparency__severe_effect_mask.png,True,True,full_image|content_region|mask_bbox_crop
bottom_mean_similarity_improvement_mask_bbox_crop,sd24_0698,sd__syn__p001__partial_transparency__p01_style_period__s2026__cb65d6f500,sd__syn__p001__partial_transparency__p01_style_period__s2026__cb65d6f500,p001__partial_transparency__severe,synthetic_degradation,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,,partial_transparency,mask_bbox_crop,492804,0.962028980255127,0.7110010385513306,-0.2510279417037964,0.9653611779212952,0.7443748712539673,-0.2209863066673278,-0.2360071241855621,False,False,False,False,neither_improved,0.03004163503646859,832,3,556,data/processed/clean/p001_clean.png,data/processed/degraded/synthetic_degradation/p001__partial_transparency__severe_degraded.png,data/processed/restored/stable_diffusion/synthetic_degradation/p01_style_period/sd__syn__p001__partial_transparency__p01_style_period__s2026__cb65d6f500__restored_stable_diffusion_inpainting.png,data/processed/masks/synthetic_degradation/p001__partial_transparency__severe_effect_mask.png,True,True,full_image|content_region|mask_bbox_crop
bottom_mean_similarity_improvement_mask_bbox_crop,sd24_0701,sd__syn__p001__partial_transparency__p04_full_context__s2026__b840af4af3,sd__syn__p001__partial_transparency__p04_full_context__s2026__b840af4af3,p001__partial_transparency__severe,synthetic_degradation,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,,partial_transparency,mask_bbox_crop,492804,0.962028980255127,0.8017863631248474,-0.1602426171302795,0.9653611779212952,0.7299247980117798,-0.2354363799095153,-0.1978394985198974,False,False,False,False,neither_improved,0.07519376277923578,823,12,320,data/processed/clean/p001_clean.png,data/processed/degraded/synthetic_degradation/p001__partial_transparency__severe_degraded.png,data/processed/restored/stable_diffusion/synthetic_degradation/p04_full_context/sd__syn__p001__partial_transparency__p04_full_context__s2026__b840af4af3__restored_stable_diffusion_inpainting.png,data/processed/masks/synthetic_degradation/p001__partial_transparency__severe_effect_mask.png,True,True,full_image|content_region|mask_bbox_crop
bottom_mean_similarity_improvement_mask_bbox_crop,sd24_0710,sd__syn__p001__water_stain__p01_style_period__s2026__401357160f,sd__syn__p001__water_stain__p01_style_period__s2026__401357160f,p001__water_stain__severe,synthetic_degradation,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,,water_stain,mask_bbox_crop,14161,0.9935283660888672,0.9608986377716064,-0.0326297283172607,0.9897258877754213,0.6129563450813293,-0.3767695426940918,-0.2046996355056762,False,False,False,False,neither_improved,0.3441398143768311,827,8,12,data/processed/clean/p001_clean.png,data/processed/degraded/synthetic_degradation/p001__water_stain__severe_degraded.png,data/processed/restored/stable_diffusion/synthetic_degradation/p01_style_period/sd__syn__p001__water_stain__p01_style_period__s2026__401357160f__restored_stable_diffusion_inpainting.png,data/processed/masks/synthetic_degradation/p001__water_stain__severe_effect_mask.png,True,True,full_image|content_region|mask_bbox_crop
bottom_mean_similarity_improvement_mask_bbox_crop,sd24_0713,sd__syn__p001__water_stain__p04_full_context__s2026__ed61a46385,sd__syn__p001__water_stain__p04_full_context__s2026__ed61a46385,p001__water_stain__severe,synthetic_degradation,p001,portrait_figure,Juan de Pareja,Diego Velázquez,,stable_diffusion_inpainting,,water_stain,mask_bbox_crop,14161,0.9935283660888672,0.9388769268989564,-0.0546514391899108,0.9897258877754213,0.6420184969902039,-0.3477073907852173,-0.2011794149875641,False,False,False,False,neither_improved,0.2930559515953065,825,10,19,data/processed/clean/p001_clean.png,data/processed/degraded/synthetic_degradation/p001__water_stain__severe_degraded.png,data/processed/restored/stable_diffusion/synthetic_degradation/p04_full_context/sd__syn__p001__water_stain__p04_full_context__s2026__ed61a46385__restored_stable_diffusion_inpainting.png,data/processed/masks/synthetic_degradation/p001__water_stain__severe_effect_mask.png,True,True,full_image|content_region|mask_bbox_crop
bottom_mean_similarity_improvement_mask_bbox_crop,sd24_0798,sd__syn__p026__discolouration__p02_artist__s2026__17f56888f6,sd__syn__p026__discolouration__p02_artist__s2026__17f56888f6,p026__discolouration__severe,synthetic_degradation,p026,architecture_structured,View of a Village along a River,attributed to Jan Brueghel I,,stable_diffusion_inpainting,,discolouration,mask_bbox_crop,287296,0.9957835674285888,0.9079679250717164,-0.0878156423568725,0.9946696758270264,0.6169291734695435,-0.3777405023574829,-0.2327780723571777,False,False,False,False,neither_improved,0.2899248600006104,831,4,20,data/processed/clean/p026_clean.png,data/processed/degraded/synthetic_degradation/p026__discolouration__severe_degraded.png,data/processed/restored/stable_diffusion/synthetic_degradation/p02_artist/sd__syn__p026__discolouration__p02_artist__s2026__17f56888f6__restored_stable_diffusion_inpainting.png,data/processed/masks/synthetic_degradation/p026__discolouration__severe_effect_mask.png,True,True,full_image|content_region|mask_bbox_crop
bottom_mean_similarity_improvement_mask_bbox_crop,sd24_0858,sd__syn__p039__fading_discolouration__p00_generic__s2026__3fb5149d2c,sd__syn__p039__fading_discolouration__p00_generic__s2026__3fb5149d2c,p039__fading_discolouration__moderate,synthetic_degradation,p039,abstraction_surrealism,Painting with Troika,Wassily Kandinsky,,stable_diffusion_inpainting,,fading_discolouration,mask_bbox_crop,121801,0.9931386709213256,0.907234787940979,-0.0859038829803466,0.991923451423645,0.6765341758728027,-0.3153892755508423,-0.2006465792655944,False,False,False,False,neither_improved,0.2294853925704957,824,11,50,data/processed/clean/p039_clean.png,data/processed/degraded/synthetic_degradation/p039__fading_discolouration__moderate_degraded.png,data/processed/restored/stable_diffusion/synthetic_degradation/p00_generic/sd__syn__p039__fading_discolouration__p00_generic__s2026__3fb5149d2c__restored_stable_diffusion_inpainting.png,data/processed/masks/synthetic_degradation/p039__fading_discolouration__moderate_effect_mask.png,True,True,full_image|content_region|mask_bbox_crop
